"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC105371045",-0.126779999999998,8.09100666666667,-1.28911831077872,0.223624058223322,0.316077712013362,-6.99859996294255
"ZNF677",0.210330000000001,6.26157166666667,1.28860530724262,0.223796177254252,0.316297253670012,-6.99922574621766
"FGF3",-0.124809999999999,7.45512166666667,-1.28851576407453,0.223826231155584,0.316315992915455,-6.99933495587411
"OCIAD2",-0.0976200000000009,4.94757666666667,-1.28831486877959,0.223893670791478,0.316387559700383,-6.99957995367374
"COL23A1",-0.130253333333334,8.44240333333333,-1.28822226761495,0.223924762154033,0.316403191555913,-6.99969287404924
"MIR410",-0.141593333333331,4.39151,-1.28812318543081,0.223958033450317,0.316403191555913,-6.99981369091341
"MEX3B",0.0958066666666664,8.04688,1.2880895485787,0.223969329450686,0.316403191555913,-6.99985470478806
"RGS22",-0.0947333333333322,4.35328333333333,-1.28808180175144,0.223971931072711,0.316403191555913,-6.99986415048855
"MIR199B",-0.120236666666667,5.01061833333333,-1.28782468901611,0.224058291377005,0.316501452020888,-7.00017762402689
"FYB2",0.100413333333333,3.93061333333333,1.28718609369647,0.224272903292475,0.316780850503261,-7.00095600351643
"SYT7",-0.113779999999999,7.14507666666667,-1.28607059430776,0.224648189335557,0.317287138953572,-7.00231499322644
"SLC7A10",0.110716666666669,8.19037833333333,1.28589755354047,0.224706451001778,0.317345628236914,-7.0025257271145
"CYP4F2",0.1322,5.80881,1.28571487137297,0.224767972209701,0.317408711749082,-7.00274817980545
"AKR1C6P",0.0994666666666681,5.31822666666667,1.28544258610183,0.224859694175276,0.317474573410777,-7.00307969909588
"RNASE9",-0.0984599999999993,5.34216666666667,-1.28538503687962,0.224879084095065,0.317474573410777,-7.00314976115342
"CA5A",-0.107133333333334,5.38212666666667,-1.28535057935342,0.224890694437106,0.317474573410777,-7.00319170961348
"ANKRD45",0.111516666666667,6.453145,1.28534848997824,0.224891398460398,0.317474573410777,-7.00319425318404
"YES1",-0.150499999999999,10.04335,-1.28532624707046,0.224898893408017,0.317474573410777,-7.00322133114002
"OFCC1",-0.0942599999999993,5.05086666666667,-1.28467643647834,0.225117942664063,0.317759973929024,-7.00401224113657
"LRRC4C",-0.0962900000000015,5.654525,-1.28448067015103,0.225183968944348,0.317829351850857,-7.00425045799415
"FAM83B",-0.105529999999999,7.737175,-1.28431464499182,0.225239976742873,0.317884580140523,-7.00445246346229
"RHAG",-0.156369999999998,5.59461833333333,-1.28408742161557,0.225316647840384,0.31796896039456,-7.00472889844527
"KRTAP20-3",-0.122179999999999,4.27110333333333,-1.28401097901533,0.225342446341829,0.317981541500114,-7.00482188869726
"HHLA2",0.137036666666667,5.166005,1.28384288339183,0.225399185141139,0.318037777415959,-7.00502635783076
"TRIM10",-0.143783333333332,6.31954833333333,-1.28362218322867,0.2254736976621,0.318119081711588,-7.00529478428001
"AHDC1",-0.105636666666665,8.51991166666667,-1.28323213804637,0.225605433242794,0.318281103347924,-7.00576909293356
"CABIN1",0.0878233333333345,9.15895833333333,1.28318018148406,0.225622986005786,0.318282025199085,-7.00583226588131
"BRPF3",-0.11246,9.60056,-1.28299117166043,0.225686849575111,0.318348271786822,-7.0060620631714
"OR6S1",-0.127619999999997,5.55812333333333,-1.28290362394042,0.225716435611557,0.318366161035577,-7.00616849479606
"NFAT5",0.103533333333335,10.9092666666667,1.28260928993724,0.225815926513344,0.318480191334102,-7.00652627672213
"VAPB",0.0950666666666624,10.4338666666667,1.2825644071396,0.225831100948653,0.318480191334102,-7.00658082930668
"FAM19A5",-0.105923333333334,7.980115,-1.28244852984421,0.225870281764214,0.318511596791494,-7.00672166527805
"BHLHA15",-0.103809999999998,8.44954166666667,-1.28214885932782,0.225971632987314,0.318630660753394,-7.00708583775282
"SATB2-AS1",0.116223333333332,6.339395,1.28206011136871,0.226001655429876,0.318649137473146,-7.00719367597676
"PRKACG",-0.0899699999999992,7.15059833333333,-1.2816124748394,0.226153135303792,0.318838846493871,-7.00773751770836
"OR10J3",-0.178846666666669,6.63736333333333,-1.28153095784909,0.22618072947667,0.318853881658952,-7.00783653902427
"MORC1",-0.103796666666667,4.427095,-1.28143924697947,0.226211777633788,0.31887378339606,-7.00794793759233
"DGKB",0.0931199999999999,5.48055666666667,1.28100719398028,0.226358093162896,0.31905615376665,-7.00847266048616
"NAB2",-0.0866666666666625,9.50621333333333,-1.28054451931605,0.226514864064883,0.319253232791888,-7.00903442750919
"MKNK2",0.0957966666666668,10.0551683333333,1.27991399307202,0.226728651212212,0.31951737433976,-7.00979975302099
"CCNO",-0.104443333333334,8.38684833333333,-1.27986952592844,0.226743734494282,0.31951737433976,-7.00985371617349
"ZNF165",0.10453,6.659155,1.27984170687332,0.226753171149264,0.31951737433976,-7.00988747531207
"BNC1",0.120533333333335,7.69766333333333,1.27962530622802,0.226826588501706,0.319596915376758,-7.01015006446853
"SIGLEC10",-0.10279,6.429875,-1.27955868667337,0.226849194130578,0.319604856542138,-7.01023089665514
"SEC24A",-0.0849666666666717,10.8920833333333,-1.27946025163343,0.22688259887492,0.319628010113715,-7.01035032613451
"DDC-AS1",-0.147503333333333,7.32194166666667,-1.27921836101491,0.226964703433471,0.319719762488108,-7.0106437787462
"IDH3G",0.0950000000000006,12.4630333333333,1.27889629948313,0.227074057745167,0.319849884344661,-7.01103442778475
"PPP1R16A",-0.0930466666666625,9.00267666666667,-1.27880669236928,0.227104490982839,0.319851437633871,-7.01114310500381
"PLA2G5",-0.135910000000001,6.92491833333333,-1.27879304652229,0.227109125808525,0.319851437633871,-7.01115965445173
"ENOSF1",0.114816666666664,9.002975,1.27825984734324,0.227290287612293,0.320082643703449,-7.01180620657781
"BHMT2",-0.0959999999999983,6.35859666666667,-1.27815492791986,0.227325949255924,0.320105828659477,-7.01193340727552
"UBL7",0.0992333333333342,11.1670833333333,1.27811140582004,0.227340743556821,0.320105828659477,-7.0119861696964
"PIN1P1",-0.0886700000000022,9.05941833333333,-1.27800617038377,0.227376519067386,0.320132268828224,-7.0121137425036
"CCND2",-0.1073,6.06902,-1.27792573009458,0.227403868380208,0.320146842358562,-7.01221125186292
"REP15",-0.146699999999999,6.19269,-1.2778752349707,0.227421037845186,0.320147083248093,-7.01227245949803
"OR51B5",-0.156059999999998,8.28834333333333,-1.27773480918106,0.22746879127114,0.320190374798254,-7.01244266709453
"MIR219A2",-0.108089999999998,6.497195,-1.27756709876496,0.227525833821626,0.320246734488939,-7.0126459276974
"ZNF799",0.10946,8.31570666666667,1.27725290627727,0.22763272989053,0.32037325024348,-7.01302666736878
"DIS3L2",0.0926633333333342,9.26113833333333,1.27715772234736,0.227665121868795,0.320394896904796,-7.0131419978939
"GTF2A1",-0.10403333333333,10.8307833333333,-1.27651705732199,0.227883243524947,0.320677899622598,-7.01391809969816
"ESRRA",-0.0947666666666684,9.30792666666667,-1.27623978714489,0.2279776958773,0.320786845285997,-7.01425389515715
"KLK12",-0.175040000000002,6.57947666666667,-1.27516143612369,0.228345339334622,0.321280152474845,-7.01555934545626
"ZNF746",-0.0937333333333346,10.2809,-1.27500926040838,0.228397259492822,0.321329198871129,-7.01574350311324
"LOC642648",-0.11309,9.16863166666667,-1.27486947942672,0.228444959186828,0.32135769408895,-7.01591264670161
"ZNF524",0.13433,8.439635,1.27484990697158,0.228451638852976,0.32135769408895,-7.0159363294759
"MAP3K8",0.10398666666667,7.04113666666667,1.27470314642558,0.228501730181296,0.32140415132446,-7.0161139018976
"SNX8",-0.105770000000003,9.73161166666667,-1.27460048198781,0.228536776217664,0.321423216872239,-7.0162381113455
"ZBTB11",-0.102233333333333,10.27585,-1.27453040853782,0.228560699338461,0.321423216872239,-7.01632288603555
"LCMT1",0.0916666666666668,10.4604,1.2745134680234,0.228566483145901,0.321423216872239,-7.01634338010851
"CILP2",-0.09636333333333,7.53049833333333,-1.27426281197134,0.228652075671998,0.32151957542231,-7.01664659181514
"PLAC9",-0.150433333333334,7.20823666666667,-1.27389886669804,0.228776399805553,0.321670378046868,-7.0170867673895
"ADCK5",0.0847400000000018,8.26564333333333,1.27374381814061,0.228829381228275,0.32172085443814,-7.01727426328741
"DSG4",-0.111273333333333,5.49233666666667,-1.27339523803028,0.228948530381145,0.321864344345635,-7.01769572949035
"SLC25A39",-0.0910666666666664,11.3321666666667,-1.27317467939682,0.229023946137828,0.321946335390345,-7.0179623613191
"RPS3",0.0885999999999996,13.7639666666667,1.27305631885995,0.229064425538681,0.321979206701658,-7.01810543239235
"COBL",0.0994333333333337,7.88177,1.27277478482825,0.229160733722144,0.322090541710661,-7.01844570346916
"USB1",-0.147916666666669,10.1459416666667,-1.27258625184322,0.229225246123876,0.322157173755472,-7.01867353917243
"KIAA0753",0.108230000000001,9.67073166666667,1.2724494760588,0.229272057411903,0.322198920257856,-7.01883881233136
"SUCNR1",0.11162,3.80607333333333,1.27179791776191,0.229495158582354,0.32248838444677,-7.01962594187378
"PLCG1",-0.0911333333333317,10.6367,-1.27157087812796,0.229572940938671,0.322573617549905,-7.01990015163281
"SLC6A9",0.130676666666668,8.968245,1.27137186349914,0.229641139677491,0.322645372971717,-7.02014048387523
"SYCN",-0.174663333333331,7.51105166666667,-1.27129660640495,0.229666933210445,0.322657542897622,-7.02023135786377
"ASB13",-0.0970700000000004,8.379805,-1.27116239646254,0.229712938004857,0.322689706002276,-7.02039340829147
"FITM1",-0.112393333333332,7.22523,-1.27112985561018,0.22972409355838,0.322689706002276,-7.0204326974924
"ACKR3",-0.092109999999999,4.82379166666667,-1.27079465144797,0.229839032761402,0.322827082036561,-7.02083737295112
"ANO7",-0.112853333333333,7.70193666666667,-1.27066129117201,0.229884774040278,0.322867250878046,-7.02099835012467
"ZNF441",0.134673333333334,6.47786,1.27059852026078,0.229906306405984,0.322873415468668,-7.02107411558577
"MROH9",-0.116329999999999,4.357635,-1.27037256338545,0.229983830139313,0.322958205848779,-7.02134682593903
"OR51B6",-0.140933333333332,6.13973,-1.26964812563775,0.230232520912325,0.323283329520818,-7.02222091572839
"OR52E6",0.112006666666668,4.52217333333333,1.26895704289205,0.23046996430588,0.323592612772993,-7.02305441369503
"DENND4A",-0.101833333333333,10.1428833333333,-1.26890297443009,0.230488549603479,0.32359458391591,-7.02311961006885
"ALDH3A1",-0.104143333333333,7.24928833333333,-1.26852984244413,0.230616841737818,0.323750566285784,-7.02356948042678
"ZNF702P",0.172773333333335,7.47791,1.26833153254093,0.230685049186684,0.323800752574725,-7.02380853460733
"SEC23B",-0.096999999999996,11.4310333333333,-1.26830310620057,0.230694827586862,0.323800752574725,-7.02384279907085
"COG2",-0.11022,9.09824,-1.26827595422589,0.230704167930351,0.323800752574725,-7.02387552690807
"CEP192",-0.114143333333331,9.490675,-1.26768246040661,0.230908407716964,0.324063260129754,-7.02459076856322
"SLC26A5",-0.128880000000001,5.71582333333333,-1.26762970249865,0.230926570446068,0.324064602323318,-7.02465433700685
"CMTM6",-0.162599999999999,10.4413,-1.26748991131309,0.230974701325063,0.324107117234349,-7.02482276302718
"KLHL4",0.121623333333335,4.81268166666667,1.26744175536951,0.230991283563591,0.324107117234349,-7.02488078002713
"HDAC1",0.0935333333333297,12.2000666666667,1.2673265169534,0.231030969201079,0.324138652706579,-7.02501960952716
"RNF227",-0.092906666666666,8.09953666666667,-1.26682793989709,0.231202732040839,0.32435547525193,-7.02562014444595
"LOC400867",-0.104436666666665,6.39993833333333,-1.26644085972106,0.231336154785349,0.324518481992199,-7.02608625998931
"USP5",-0.0902333333333321,10.24775,-1.26589289226869,0.231525140334697,0.324759402179466,-7.02674593146989
"MAGIX",-0.0937499999999982,6.33396166666667,-1.26565166695992,0.231608374828217,0.324851960940918,-7.02703626335036
"IZUMO1R",-0.123953333333332,7.58765,-1.26503446237385,0.231821450728773,0.325114490419302,-7.02777892497159
"OR10H2",-0.13053,5.792535,-1.26500949464442,0.231830073607902,0.325114490419302,-7.02780896210952
"PIPSL",-0.107043333333334,6.07271833333333,-1.26457306119856,0.231980842593488,0.325301704222005,-7.02833393677026
"FAM193A",0.0884233333333384,9.47227833333333,1.26445641018892,0.232021153929555,0.325334009314267,-7.02847423036893
"PRR23B",-0.108249999999997,7.244495,-1.26404164364342,0.232164531569084,0.3255108157204,-7.02897298261465
"PSMG4",-0.0977833333333313,7.857255,-1.26392407529766,0.232205185949268,0.325526748322439,-7.02911433502064
"OR4K14",-0.0958133333333331,6.03809333333333,-1.26387900496462,0.232220772507901,0.325526748322439,-7.02916852046993
"MRPS18B",-0.0992666666666668,10.8006333333333,-1.26385883767651,0.232227747183832,0.325526748322439,-7.02919276596383
"PNMA1",0.0924566666666671,9.126925,1.26378936696065,0.232251774305418,0.325536199841352,-7.02927628275392
"LCOR",-0.0913666666666675,10.39155,-1.26369055178126,0.232285953957832,0.325559879211326,-7.02939507116346
"SEC62",-0.110756666666665,9.552725,-1.26358220159274,0.232323436394875,0.325588183723571,-7.02952531388497
"PTGDR",-0.0916033333333344,5.88190166666667,-1.26305914096683,0.232504451686677,0.325817622252,-7.03015394327945
"KRT17",-0.119089999999998,8.049855,-1.26284357220439,0.232579086617986,0.325897962753006,-7.03041296341928
"TLR9",-0.134196666666666,7.664565,-1.26263089897059,0.232652738028091,0.325927997992062,-7.03066847198754
"OR4C16",0.0947433333333318,4.85866166666667,1.26262407124251,0.232655102868342,0.325927997992062,-7.03067667438136
"DCTN2",0.0841333333333338,11.6961,1.26260879643519,0.232660393494918,0.325927997992062,-7.03069502443332
"DRP2",-0.133323333333334,5.91549833333333,-1.26258180476331,0.232669742646452,0.325927997992062,-7.03072744987542
"MUC4",-0.100116666666668,6.77315833333333,-1.26239402832072,0.232734791499141,0.325994873054799,-7.03095301377692
"RAB1B",0.0961000000000034,12.90025,1.26233709264578,0.232754517858806,0.325998259043115,-7.03102140202493
"ADGRG4",0.103520000000001,5.72442,1.26210121797527,0.232836255157911,0.326088491198996,-7.03130469814691
"GRM7",0.0997666666666683,6.03102,1.26124935893368,0.233131641801511,0.326477904802563,-7.03232748942579
"SLC6A7",-0.106870000000001,6.719865,-1.26103648047907,0.233205505806544,0.326555242305052,-7.03258300290812
"SMCO2",-0.0963233333333333,5.009255,-1.26099026438895,0.233221544241545,0.326555242305052,-7.03263847083321
"GJC1",0.0887666666666682,11.0854833333333,1.26018150080942,0.23350235488331,0.326924126663118,-7.03360889156764
"FRMD1",-0.118686666666666,6.69731666666667,-1.2599730296037,0.233574782385463,0.327001222883209,-7.03385895681169
"MT1A",-0.0927566666666664,8.11548166666667,-1.25990806921097,0.233597354768577,0.327008516404889,-7.03393687172818
"TMEM68",-0.136803333333331,8.61022166666667,-1.25952025396837,0.233732149143753,0.327172894609694,-7.03440196321823
"GTF2H4",-0.109209999999999,8.61168833333333,-1.25946378180331,0.233751782621044,0.327176060782159,-7.03446967910803
"FBN2",-0.0964166666666664,5.972005,-1.25928678762246,0.233813326188656,0.327237882547162,-7.03468189846111
"NAALADL1",-0.10426,7.34103666666667,-1.25909411099521,0.233880337655767,0.327307347258784,-7.03491289596172
"MAGEB18",-0.0845133333333328,5.63631666666667,-1.25871098650115,0.234013631520108,0.327469554651141,-7.03537214024685
"RPAP1",-0.0984899999999982,9.76530166666667,-1.25863185272639,0.234041170803993,0.327483760098247,-7.03546698339812
"IYD",-0.114839999999999,6.32509333333333,-1.2582330122059,0.234180010814743,0.32765369019277,-7.03594493240783
"GTSF1L",-0.107613333333333,4.82589,-1.25803564380153,0.234248741138871,0.327725508142141,-7.03618140608748
"C7orf26",-0.090953333333335,9.62783333333333,-1.25792664079404,0.23428670663556,0.327754277113134,-7.03631199431371
"CTAG2",-0.115939999999997,8.81375,-1.25737457474662,0.234479066252828,0.327999014691456,-7.03697325244553
"ALKBH4",-0.0955466666666682,8.04285666666667,-1.25714586153239,0.234558795474808,0.328086175564242,-7.03724713864866
"NUBP2",-0.102343333333332,8.81270166666667,-1.2570036683452,0.234608374920628,0.328131155001865,-7.03741739747954
"ZFP3",-0.0868866666666657,5.24005333333333,-1.25686683772636,0.234656092547981,0.328173523951042,-7.03758122165929
"MED14",-0.0871000000000031,11.6744166666667,-1.25637242480543,0.234828576918574,0.328390363653432,-7.03817305948935
"ZNF445",0.121559999999999,9.4417,1.25615650708769,0.234903935576603,0.32847135812976,-7.0384314693637
"LOC646976",0.106503333333336,7.160575,1.25545167656713,0.235150068239057,0.328791119911982,-7.03927477712064
"FLT3",-0.103599999999999,5.79868,-1.2551066718231,0.235270622564531,0.328935261330292,-7.03968743506268
"IBTK",0.11686666666667,10.0566,1.25496869932868,0.235318847970961,0.328978264748001,-7.03985243924156
"RFX1",0.0973200000000016,8.32897666666667,1.2547904256955,0.235381171603839,0.329040969790447,-7.04006562022812
"FBRSL1",-0.0850299999999997,9.534185,-1.25471561582605,0.235407328750678,0.329053111896264,-7.04015507167553
"MS4A6E",-0.110406666666667,4.25021666666667,-1.25460252176859,0.235446876350503,0.3290839680286,-7.04029029258347
"NME2",-0.0911000000000008,12.8508166666667,-1.25426836575644,0.235563757894518,0.329222901171368,-7.04068977274861
"FUNDC2P3",0.0869366666666691,5.358295,1.25418669037375,0.235592333534547,0.329238406899878,-7.0407874026989
"COPS2",-0.121266666666669,12.5212,-1.25400929081731,0.235654409670981,0.329300723530439,-7.04099943925241
"ECHDC3",-0.0949100000000005,6.69577166666667,-1.25378674320291,0.235732302785759,0.32938513173581,-7.04126540710135
"CTRL",-0.0909799999999992,7.92357,-1.25332674512356,0.235893370897276,0.329585737943568,-7.04181504089417
"RILPL2",-0.101366666666665,9.88898,-1.25303920772422,0.235994097029423,0.329702011976275,-7.04215853118274
"NSMF",-0.0958900000000007,10.0699216666667,-1.25298633510249,0.236012622408928,0.329703436467122,-7.04222168602454
"BOD1L2",-0.0985866666666677,8.24142333333333,-1.25279610142696,0.236079285712249,0.329772103174702,-7.04244889817358
"C6orf62",0.0995333333333352,10.1994333333333,1.25203583506687,0.236345856234907,0.330119983412061,-7.04335668966584
"SHC4",0.0894633333333328,8.34158166666667,1.25174307269891,0.23644857151539,0.330238961506923,-7.04370615035881
"ZRANB1",-0.116066666666667,10.7598333333333,-1.25166090798671,0.236477405355577,0.330254742137545,-7.04380421660023
"CCDC17",0.0995133333333351,7.60459,1.25147474013392,0.236542747216768,0.330321502267414,-7.04402639604825
"PICALM",-0.085899999999997,12.1492833333333,-1.2513816021177,0.236575442589967,0.330342666499068,-7.04413754100005
"EML6",0.115333333333334,7.00598,1.25087447263919,0.236753530311305,0.330566831483661,-7.04474260774681
"ZDHHC17",0.0992933333333337,9.95106666666667,1.25082096391278,0.23677232716768,0.330568570042704,-7.04480643936627
"LOC105377596",-0.189003333333333,5.57139166666667,-1.24983844274113,0.237117686609548,0.331026203365519,-7.0459781432072
"TMEM151A",-0.112839999999998,8.00322666666667,-1.24976423079107,0.237143788822469,0.331038105446367,-7.04606661639709
"SYNJ1",-0.100619999999999,8.73881,-1.24953481655617,0.237224494219965,0.331126222792472,-7.04634009194868
"KBTBD13",-0.0844733333333334,7.68318,-1.24936894749663,0.237282858897719,0.331172553780339,-7.04653779430056
"KCNS1",-0.0948633333333326,5.93084166666667,-1.2493405451292,0.237292854054671,0.331172553780339,-7.04657164561877
"LOC400627",-0.0994099999999998,6.70155833333333,-1.24890798534468,0.237445119275798,0.331360505071161,-7.04708711975359
"ESD",0.098433333333336,10.7418166666667,1.24879546915004,0.237484738949363,0.331391240525472,-7.04722118136772
"DHX32",0.0993533333333332,9.46837,1.24861339273776,0.237548863730042,0.331456163838466,-7.04743810383409
"RBMS2",0.128633333333333,10.8541833333333,1.24827811106622,0.237666981729809,0.33159640965251,-7.04783748991016
"C1orf43",0.0847333333333307,12.5360666666667,1.24810139032833,0.237729258551785,0.331658730041801,-7.04804796638636
"BMPR1A",0.103233333333334,10.95615,1.24796485307966,0.237777383605322,0.331701299372094,-7.04821056848838
"TRIT1",-0.0981000000000005,10.2044166666667,-1.24750888502702,0.23793815470018,0.331900992862035,-7.04875348340753
"MOBP",-0.120216666666668,5.711195,-1.24679834108354,0.238188861766794,0.332226099571636,-7.04959922044228
"PHKA1",0.118559999999999,9.24207,1.24591792680929,0.238499800287969,0.332614456284087,-7.05064664485751
"SNORD115-2",-0.0915499999999998,3.486965,-1.24590996406686,0.238502614002155,0.332614456284087,-7.05065611554738
"THEMIS",-0.133826666666667,5.00666666666667,-1.24583400351837,0.23852945675894,0.332627261113422,-7.0507464588606
"ZNF101",-0.089813333333332,9.62466,-1.24571033786675,0.238573162627812,0.332663577769468,-7.05089353112641
"SMIM21",0.100816666666665,5.74153833333333,1.24555102579071,0.238629476133838,0.332717467686164,-7.05108298051344
"RHOA",-0.086033333333333,13.2632833333333,-1.24527333295605,0.238727660327475,0.332829724969107,-7.05141316125729
"RPL23AP53",-0.0980133333333342,6.53980333333333,-1.24517993577809,0.238760690179622,0.332851135369579,-7.05152419936053
"FBXL16",-0.0994299999999972,7.57639166666667,-1.24505838050143,0.238803683627859,0.332886431607364,-7.05166870467891
"PWWP2B",-0.127619999999997,7.38944666666667,-1.24469982231877,0.238930539988036,0.333038616795047,-7.05209489786827
"SSC4D",-0.121980000000002,7.11762666666667,-1.24453435145706,0.238989101140473,0.33309559171758,-7.05229155035922
"CLEC12A",-0.123246666666667,4.43299,-1.24409234887718,0.239145585132921,0.333289029924037,-7.05281674800973
"HMX3",-0.135526666666667,8.52484666666667,-1.24403192514762,0.23916698359144,0.333291640599442,-7.0528885339429
"LPEQ6126",-0.104743333333333,7.062505,-1.24398712269106,0.239182850926094,0.333291640599442,-7.05294175944819
"NUP210P1",0.112873333333332,7.33010666666667,1.24361539053525,0.239314537021071,0.333439907867024,-7.05338332301689
"MIR148A",0.122866666666667,3.64997666666667,1.24358681731836,0.239324661492324,0.333439907867024,-7.05341725970885
"PTAR1",-0.100099999999999,11.8179166666667,-1.2434613053578,0.239369138763625,0.333477206855101,-7.0535663245355
"PER2",-0.0844933333333335,7.93634333333333,-1.24334432379515,0.239410599125078,0.333510297627346,-7.05370524797539
"ZNF229",0.129513333333334,8.48144333333333,1.24327869242437,0.239433862585288,0.333518036234843,-7.05378318530422
"SF3B5",-0.0923333333333307,10.7928333333333,-1.2430861678092,0.239502114648269,0.333588435681518,-7.05401179059459
"ZNF343",-0.0953666666666653,8.40836666666667,-1.24278377032845,0.239609349390272,0.333713117386408,-7.05437080586941
"KLHL14",-0.0911299999999979,5.69842833333333,-1.24271924751449,0.239632235153082,0.333720313285504,-7.05444740073656
"B4GALT4",0.117936666666666,7.55636166666667,1.24256030384886,0.239688618781416,0.333740131515635,-7.05463606954874
"GCG",-0.0990333333333346,5.28549333333333,-1.24255203924264,0.239691550856809,0.333740131515635,-7.05464587927746
"IQGAP1",0.094000000000003,12.3797,1.24252927791369,0.239699626155463,0.333740131515635,-7.05467289573196
"TPM4",-0.101100000000004,11.6081166666667,-1.24245160348528,0.239727185251919,0.333753829615216,-7.05476508822374
"SEPT2",-0.131266666666667,11.9798,-1.24226726409783,0.239792599551114,0.333820224698475,-7.05498386491678
"NSF",0.114300000000004,11.15085,1.24219771682793,0.239817282678216,0.33382991145318,-7.05506639827057
"DUSP28",0.0876466666666662,7.43503333333333,1.24205548884676,0.239867767381102,0.333875510372898,-7.05523517264203
"ZNF607",0.116383333333334,8.00684833333333,1.24145244755109,0.240081915451547,0.334148891192317,-7.05595060751173
"GPC2",-0.098743333333335,7.47056166666667,-1.2410347228888,0.240230345082825,0.334330770656168,-7.0564460329669
"MRPS27",-0.103666666666669,11.5483,-1.24095864372061,0.24025738613769,0.334343698131909,-7.05653625003117
"GBX1",-0.098040000000001,7.11068,-1.24066416903399,0.240362075226577,0.334456005958423,-7.05688540796346
"SLC25A38",-0.0860000000000003,10.5606,-1.24063174080907,0.240373606066328,0.334456005958423,-7.05692385420529
"IFNL2",-0.149726666666665,7.38267333333333,-1.24052811135514,0.240410457641594,0.33448257067458,-7.05704671008105
"LOC79999",-0.089363333333333,7.72714166666667,-1.24043565843334,0.240443338568544,0.334503607519572,-7.05715630929199
"STK4",-0.084366666666666,10.89615,-1.24008325781569,0.240568703127703,0.334653294534837,-7.05757400940646
"IRGC",-0.122866666666665,6.09107666666667,-1.23987368090948,0.240643283822108,0.33473231960898,-7.05782237817712
"TAPT1",0.106090000000002,8.956465,1.23975817260333,0.240684396901842,0.334764783343128,-7.05795925305506
"LCN9",-0.0980633333333314,5.63784833333333,-1.2395329425816,0.240764579642864,0.334851579751418,-7.05822611810081
"SDHAF2",0.0875666666666692,11.06395,1.23948275662867,0.240782448952516,0.334851705203551,-7.05828557621306
"HLA-DMA",-0.0994333333333302,11.7696833333333,-1.238964923445,0.240966891814489,0.335083464296669,-7.058898975935
"ADA2",-0.106403333333332,6.467275,-1.23871800248716,0.241054880525166,0.335181071968327,-7.05919139811231
"IL1RL2",-0.0926166666666663,5.374695,-1.23865566601985,0.241077097803187,0.335187218368908,-7.05926521462835
"ANKRD9",-0.087726666666665,8.08487666666667,-1.23849256204528,0.241135237300833,0.335243305478991,-7.05945834296964
"HIF3A",-0.100746666666667,7.36680666666667,-1.23811513305008,0.241269817511385,0.335405649764498,-7.05990517576525
"MRGPRG",-0.111313333333332,7.16678333333333,-1.23756125260393,0.241467424261649,0.335636124261761,-7.06056072036589
"COQ7",-0.1015,8.71488,-1.23755053863105,0.241471247942384,0.335636124261761,-7.06057339868882
"LINC00208",-0.0882766666666654,5.800025,-1.23746861158823,0.241500488268049,0.335641759010465,-7.0606703438743
"SCAF1",-0.105553333333333,9.18927666666667,-1.2374393182901,0.24151094393702,0.335641759010465,-7.06070500578272
"NT5C1A",-0.09544,7.60645,-1.2373865640301,0.241529774452395,0.33564316181188,-7.06076742679959
"ZNF718",-0.131733333333335,9.23518,-1.23721119183767,0.241592381628624,0.335682042604824,-7.06097491993796
"DNAJB9",-0.125576666666667,8.04350166666667,-1.23720834072963,0.241593399570372,0.335682042604824,-7.06097829306744
"TRPC4",0.10122,6.30087333333333,1.23699273351,0.241670388586436,0.33576424451438,-7.06123335968134
"TOR1AIP1",0.092333333333336,11.9532,1.23679267831091,0.241741841882804,0.335838743823908,-7.0614699979256
"WASIR2",-0.0972133333333307,7.45217,-1.23644090600192,0.241867524741371,0.335987902487943,-7.06188602673074
"C11orf96",-0.105286666666667,7.56899666666667,-1.23639232129803,0.2418848874288,0.335987902487943,-7.06194347911924
"OR6C2",-0.0960466666666671,4.21751333333333,-1.23629501669597,0.241919664122739,0.336011427292601,-7.06205853862681
"ARHGEF7",-0.0858000000000008,10.2484666666667,-1.23621947331641,0.241946666113212,0.33602415084258,-7.06214786147338
"GNG2",0.114509999999999,9.40802166666667,1.23594109097511,0.242046191088471,0.33613758759477,-7.06247698638465
"ZBTB10",-0.0936266666666654,8.66693666666667,-1.23566421819188,0.242145208927762,0.33624955072415,-7.06280427090705
"SLC25A5",-0.0883333333333329,13.2439,-1.23561582180459,0.24216252023056,0.33624955072415,-7.06286147338725
"LZTFL1",0.0934000000000008,8.61144666666667,1.23548403121475,0.242209666521984,0.336290221841139,-7.06301723568142
"LSM3",-0.106966666666667,12.4744166666667,-1.23512839959683,0.242336925608785,0.336442109458636,-7.06343749118512
"ADAM18",0.100136666666666,4.42885166666667,1.23473711637706,0.242477004157208,0.33659148816816,-7.06389977085555
"GUSB",0.0891933333333288,9.91758333333333,1.23470516245908,0.242488446455999,0.33659148816816,-7.06393751775654
"KRT33B",-0.157829999999999,7.119285,-1.23467810283957,0.242498136505987,0.33659148816816,-7.06396948248416
"PBOV1",-0.155053333333332,4.81906333333333,-1.23455440132891,0.24254243796944,0.336628170723392,-7.06411560065799
"PRKAA2",0.115336666666668,9.288365,1.23438983084031,0.242601385972006,0.336685174518957,-7.06430997671656
