"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FAM210A",-0.720303333333334,9.82618166666667,-4.78894001680118,0.000552216534192542,0.00214133131665274,-1.08594238301841
"TRO",0.521683333333334,7.42105166666667,4.78851594822473,0.000552594727540609,0.00214235675144089,-1.08666022777466
"CFAP44",0.366430000000001,8.62287833333333,4.78702055229472,0.000553930532227574,0.00214709356739538,-1.08919174862934
"MRTFB",0.365203333333335,9.763265,4.78679843334207,0.000554129236218835,0.00214742181789003,-1.08956779253296
"POLR3C",-0.326166666666666,11.3884166666667,-4.78620179850928,0.000554663347802429,0.00214904947387594,-1.09057791656553
"HMOX2",-0.331333333333331,10.9958666666667,-4.78593298380489,0.000554904169745504,0.00214954033998083,-1.09103304401905
"PCYT1A",0.356463333333334,10.012035,4.78559701115122,0.000555205311068503,0.00215026461621719,-1.09160188864918
"MARCH3",-0.359946666666666,8.10164666666667,-4.78534941472437,0.000555427348578947,0.00215068229505261,-1.09202111008913
"YBX3",-0.322566666666669,12.5024166666667,-4.78516150196488,0.000555595925886582,0.00215089284031817,-1.09233928239961
"RFNG",0.379073333333334,8.63575666666667,4.78494074688175,0.000555794035026454,0.00215121760289524,-1.09271306870964
"DCAF11",0.355783333333331,8.96517833333333,4.78367416736027,0.000556932122820684,0.00215517970026808,-1.09485778098736
"CCNG2",0.382263333333333,8.73686166666667,4.78338988088689,0.000557187906208611,0.00215572658700349,-1.09533919384486
"ZNF555",0.373386666666667,8.13121666666667,4.78219392892323,0.00055826530580166,0.00215945138005103,-1.09736453877531
"C12orf56",0.36019,5.69356833333333,4.78158046514623,0.000558818809397046,0.00216114855363121,-1.09840350932358
"MAST3",0.431966666666664,9.60913333333333,4.78044865033291,0.00055984151774138,0.00216465923735191,-1.10032048984317
"PRKAG1",0.3262,12.5867,4.77962890443863,0.000560583471370151,0.00216708314856023,-1.1017090122473
"NUDT11",-0.355076666666666,7.717485,-4.77871537484557,0.000561411529160721,0.00216983885495855,-1.10325648876112
"EAPP",0.397410000000006,9.915095,4.77738004008379,0.000562624245772171,0.00217407982044995,-1.10551867139597
"RELB",-0.47426,8.191,-4.77635502050574,0.000563557013818913,0.00217721736676172,-1.10725530223181
"RBM24",-0.49367,6.461005,-4.77623383129245,0.00056366740364926,0.00217721736676172,-1.10746063472637
"CD22",0.631163333333335,9.137605,4.77597922238404,0.000563899398102798,0.00217766685746732,-1.10789202796496
"PAG1",0.389596666666666,8.03844166666667,4.77556355531224,0.000564278361609935,0.00217868361266124,-1.10859632539013
"SLC2A14",-0.437909999999998,7.90046833333333,-4.77496240707663,0.000564826902763737,0.00218035455762497,-1.1096149363515
"IKBKB",0.335530000000002,9.064035,4.7736530414437,0.00056602362923641,0.00218452644119642,-1.11183373711313
"LOC51145",-0.388086666666665,6.33136666666667,-4.77349218673103,0.000566170830377814,0.00218464687960167,-1.11210633011375
"VPS52",0.331266666666666,10.8365333333333,4.773274158444,0.000566370416483682,0.00218496936174799,-1.11247581767255
"KIF16B",0.47438333333333,8.905455,4.77210158494042,0.000567445078083901,0.00218866692619951,-1.11446305306499
"TMLHE-AS1",0.427076666666666,4.65963833333333,4.77146217779504,0.000568031998253159,0.00219048211611384,-1.11554676965284
"GPT2",-0.397040000000001,8.32213333333333,-4.77098634580085,0.000568469185555919,0.0021917192713941,-1.11635327958387
"EPOP",-0.3311,7.98800666666667,-4.76955232130129,0.000569788890313803,0.0021963577487045,-1.118784045847
"PRCP",0.466233333333333,10.8807166666667,4.76769895455191,0.000571499288993774,0.0022025000222854,-1.12192600517456
"NKAPP1",0.354456666666668,7.811625,4.76608364140208,0.00057299440732382,0.00220781028386596,-1.1246647486241
"CIAO1",-0.3454,11.9457,-4.76538118687089,0.00057364587708135,0.00220986836754963,-1.12585585312034
"ZZEF1",0.384699999999999,9.77506333333333,4.76318453513701,0.000575688131943318,0.00221728226523936,-1.12958096344696
"AMER2",-0.340266666666666,7.31744666666667,-4.76296743553399,0.000575890387513898,0.00221760776087441,-1.12994915641095
"BCL2L13",0.396420000000001,9.88992666666667,4.76236701898571,0.000576450140732785,0.00221919693619476,-1.13096747143823
"PCSK1",-0.557059999999999,7.50589,-4.76227204085595,0.000576538738919027,0.00221919693619476,-1.1311285598155
"AKAP8",-0.336473333333338,9.98403,-4.76209506669237,0.0005767038634927,0.00221937894667379,-1.13142872118601
"U2SURP",-0.357366666666667,11.4883166666667,-4.76047212039305,0.00057822046724709,0.00222476083353048,-1.1341815410134
"CCDC14",0.38766,10.26797,4.76011031948678,0.000578559133499328,0.00222560921575293,-1.13479526759576
"UNKL",-0.369400000000002,8.66119333333333,-4.75986067374714,0.000578792937907748,0.0022260539498784,-1.13521875372476
"LPGAT1",0.354366666666669,10.5923833333333,4.75949024609658,0.000579140043335105,0.00222693417235063,-1.13584714234493
"LOC84214",0.562889999999999,7.425455,4.75793995572184,0.000580595107020924,0.0022320735345238,-1.1384772200076
"CC2D1B",0.334660000000005,9.70723666666667,4.75676959638214,0.000581696126654332,0.00223584996926687,-1.14046294036156
"WDCP",-0.46232,9.95011666666667,-4.75620417740029,0.000582228833953631,0.00223715524418469,-1.14142233411706
